Canada,0.0231903287869,0.0223096950249,0.0226558873006,0.0234775143134,0.0243951908708,0.0234357555148,0.0261616165714,0.0280275446011,0.0279307888133,0.0292830329915,0.0301293021909,0.0327683258967,0.0336405443277,0.0338213653567,0.0377856813683,0.0466094721809,0.049904479601,0.048516909941,0.04173314849,0.0430062975747,0.0433579165107,0.0475517535844,0.0485419431673,0.0450576906804,0.0454859394992,0.0438326007514,0.0431400709815,0.0432371366564
Bahamas,0.0587478346191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56462558857,3.35433754017,0.0,0.0,0.0,0.5245848332,0.621992921024,2.38819003954,0.0518367443121,0.064215080303,0.0,0.0,0.0521759229006,0.0476681358858
Cuba,0.0173371119568,0.00275896567463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171280222186,0.0157947284816,0.0172306404645,0.0170842735485,0.0187685172207,0.0195901181045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,0.0195099351457,0.0,0.0214281659568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278674593758,0.0,0.0,0.0304250753616,0.0285714634141,0.0,0.0298964645818,0.0254033604001,0.0251984980076,0.0263867692225,0.0,0.0256046128737,0.0280821391826
Trinidad and Tobago,0.0504410438153,0.0600977511304,0.0404583563837,0.0689060676513,0.0309443603458,0.0332149524166,0.0345292161961,0.0298397481502,0.0262260209028,0.0358143879334,0.0339735530891,0.040811169629,0.0381191976706,0.0335057960406,0.0413886954287,0.0388649118176,0.0352306171324,0.0393778413687,0.0461990116016,0.0412402993714,0.0400540982671,0.0435555255269,0.0,0.0413509266909,0.0372274152845,0.0,0.0,0.0
Barbados,0.193170711491,0.045171640842,0.104742786766,0.0460963286255,0.0441175750243,0.050064646966,0.0520342411093,0.0489229010158,0.0595109116927,0.0545072932444,0.0557864774318,0.0579640681757,0.042336139874,0.0495386107886,0.0,0.066344660277,0.0626555876391,0.0684125990751,0.0499229221218,0.0763308091642,0.0752636361318,0.0787955722998,0.0766623179559,0.0726702632627,0.0714111302367,0.0725031623699,0.0675885501061,0.0702437635149
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315182713022,0.0,0.0369535934781,0.0,0.0,0.0419499759502,0.0420138635078,0.0349805963354,0.0377497316393,0.0386072344958,0.0339688622271,0.0400903488176,0.0391001093446,0.0404874080321,0.0,0.0,0.0,0.0230553962456,0.0
Belize,0.0185732505747,0.0,0.0,0.0,0.0,0.0,0.0225404824429,0.0199648135114,0.0203151005727,0.0201857505713,0.021178233198,0.0183636254077,0.0,0.0,0.022995476268,0.0,0.0,0.0568723363971,0.0,0.0215380929683,0.0188407299444,0.021094205433,0.0216226802454,0.0,0.0227220384362,0.018897811877,0.0195532709656,0.0197942166659
Mexico,0.00569975408136,0.00767194833351,0.0,0.0120831318826,0.0143804345721,0.0124542987298,0.0199113531294,0.0133126912198,0.015987858138,0.0115859189833,0.0,0.0143749272441,0.0187464896652,0.0209340107524,0.0217878275089,0.0236684238906,0.0238735252629,0.0231097350466,0.0223291634447,0.0230118025746,0.0253207453885,0.0242288954462,0.0226172679251,0.021224707719,0.525447514791,0.628880685268,0.0237702669573,0.020849209594
Guatemala,0.00258590505592,0.00345246914764,0.00321756095257,0.0,0.00379203181269,0.00523511023419,0.0,0.00526242860673,0.00677766713962,0.00640124834295,0.0076384966545,0.00755259751444,0.00684828220946,0.00950667262009,0.00888129169975,0.0118184112391,0.0133090530441,0.0128851011302,0.0129174179261,0.0147239196624,0.0140792607626,0.0153416550171,0.014068865853,0.0135305959962,0.0146871150977,0.0152839793205,0.0149496620117,0.0148947679222
Honduras,0.00391100749008,0.00356865202743,0.00395039936682,0.00386845691773,0.0,0.00553196456566,0.00241053974315,0.0052904129764,0.00641541187533,0.0062695701618,0.00557904053561,0.0090551998036,0.00517546993211,0.0104695981683,0.00629971456115,0.0128069888203,0.0118869783833,0.0126794529129,0.0139795677381,0.0167852121996,0.0168489325031,0.0158486922596,0.014179955427,0.0169839022869,0.0,0.0,0.0161168099451,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.00576222246498,0.00764770753708,0.00577661017455,0.00563845909043,0.00603401806685,0.00635918448682,0.00582497204031,0.00518316382563,0.00740700380004,0.00746260097689,0.00740054452691,0.00799579510414,0.00790354752272,0.00710032587717,0.00774546816272,0.00885977546227,0.0126034035965,0.0124430279046,0.0118802178311,0.0130903812438,0.0141175302621,0.0135066660275,0.013763395837
