Romania,1986,778.3378080048673,2938.0,0.0
Romania,1987,779.2650832072617,2901.0,0.0
Romania,1988,763.6543030407292,2919.0,0.0
Romania,1989,742.9119605742447,2919.0,0.00236479331026
Romania,1990,718.6121855211363,3127.0,0.0112186585525
Romania,1991,650.1707184449391,2922.0,0.0104258251193
Romania,1992,554.3828196101999,2835.0,0.0101624848328
Romania,1993,475.2082812432643,3000.0,0.0132115304015
Romania,1994,492.4187930511632,2931.0,0.00580180012225
Romania,1995,445.14796638216336,3027.0,0.00537525447055
Romania,1996,451.4531739777602,3056.0,0.00539300592671
Romania,1997,450.31791609807635,3046.0,0.0
Romania,1998,430.82530978934324,3068.0,0.00606511526011
Romania,1999,425.97952412719593,3081.0,0.00479812262644
Romania,2000,408.7462256566017,3141.0,0.00786218800246
Romania,2001,386.9367324069924,3239.0,0.0111665299765
Romania,2002,379.43490786516855,3319.0,0.00923057775349
Romania,2003,394.0303486172417,3365.0,0.0171033869609
Romania,2004,396.6891912627493,3354.0,0.014927889704
Romania,2005,405.28492289603395,3396.0,0.0123468532613
Romania,2006,414.1932245637888,3430.0,0.0139466578293
Romania,2007,423.2793559229652,3375.0,0.019540308329
South Africa,1986,434.79257107283667,2821.0,0.0
South Africa,1987,431.3448132780083,2926.0,0.0
South Africa,1988,429.7474158261116,2874.0,0.0
South Africa,1989,432.7422577505908,2827.0,0.0
South Africa,1990,443.8203136466176,2830.0,0.0
South Africa,1991,441.08896110786856,2816.0,0.0
South Africa,1992,428.56583958602846,2796.0,0.0128814423911
South Africa,1993,407.4617822981602,2838.0,0.0
South Africa,1994,380.4775676741778,2826.0,0.00519791902784
South Africa,1995,377.89005962295124,2810.0,0.00619196363027
South Africa,1996,382.74191782769407,2796.0,0.00640332528116
South Africa,1997,387.28863588691826,2815.0,0.00652097860887
South Africa,1998,389.3711465172873,2847.0,0.00591705540601
South Africa,1999,385.96463707122814,2835.0,0.00567520439123
South Africa,2000,378.73873255139813,2886.0,0.00699849133376
South Africa,2001,372.1531891986904,2909.0,0.00574420541518
South Africa,2002,370.1633086515978,2906.0,0.00880182020298
South Africa,2003,361.3396829460838,2929.0,0.00789393051794
South Africa,2004,355.3861775282316,2940.0,0.00937189270542
South Africa,2005,355.20695345703325,2952.0,0.154913138967
South Africa,2006,344.68857703550765,2927.0,0.677391873718
South Africa,2007,349.9108481341855,2920.0,0.787012009441
Lesotho,1986,433.4592642140468,2313.0,0.0
Lesotho,1987,500.5594078947369,2281.0,0.0
Lesotho,1988,494.1904207119742,2297.0,0.0
Lesotho,1989,455.5089808917198,2328.0,0.0
Lesotho,1990,405.32446808510645,2332.0,0.0
Lesotho,1991,408.39748157248164,2384.0,0.0
Lesotho,1992,506.6427108433735,2382.0,0.0
Lesotho,1993,472.2547548730065,2377.0,0.0
Lesotho,1994,411.3969275362319,2405.0,0.0
Lesotho,1995,410.02046750285064,2296.0,0.0
Lesotho,1996,375.822934232715,2360.0,0.0
Lesotho,1997,351.8170366259712,2398.0,0.0
Lesotho,1998,343.29720087815593,2427.0,0.0
Lesotho,1999,507.37445652173915,2456.0,0.0
Lesotho,2000,481.92413793103447,2462.0,0.0
Lesotho,2001,492.24396367521365,2485.0,0.0
Lesotho,2002,431.0272148541113,2516.0,0.0
Lesotho,2003,444.311953659821,2518.0,0.0
